date,district,division,lat,lon,temp_c,humidity,pressure,wind_speed,clouds,rain,aqi,pm2_5,pm10,o3,no2,so2,co
2026-05-06,Bagerhat,Khulna,22.655478,89.794181,37.12,32,1006,1.39,77,0.0,1,4.42,8.26,42.9,0.62,0.51,148.32
2026-05-06,Bandarban,Chattogram,21.787476,92.412475,35.59,35,1006,3.01,87,0.0,1,0.69,1.43,25.78,0.03,0.02,99.44
2026-05-06,Barguna,Barishal,22.131336,90.117243,33.38,47,1007,4.22,74,0.0,1,0.95,2.29,28.16,0.03,0.04,104.71
2026-05-06,Barishal,Barishal,22.493403,90.354801,34.88,41,1006,3.22,79,0.0,1,1.62,3.97,33.81,0.13,0.12,114.0
2026-05-06,Bhola,Barishal,22.143569,90.790409,29.0,66,1007,3.16,37,0.0,1,0.7,1.62,29.88,0.02,0.03,107.98
2026-05-06,Bogura,Rajshahi,24.850066,89.372843,34.22,40,1005,4.22,77,1.33,3,49.35,54.48,81.86,9.69,12.1,415.28
2026-05-06,Brahmanbaria,Chattogram,23.9606,91.119089,27.06,89,1007,4.12,75,0.0,2,13.54,15.62,67.94,1.16,1.36,166.33
2026-05-06,Chandpur,Chattogram,23.224176,90.6531,31.25,54,1007,2.3,75,0.0,1,4.03,5.27,48.36,0.59,0.91,135.83
2026-05-06,Chapai Nawabganj,Rajshahi,24.599887,88.285047,37.19,28,1005,3.31,74,15.98,5,89.83,96.73,129.72,4.87,17.71,388.43
2026-05-06,Chattogram,Chattogram,22.333778,91.834435,30.93,62,1008,3.09,40,0.0,1,0.63,1.5,30.26,0.02,0.02,105.32
2026-05-06,Chuadanga,Khulna,23.643661,88.846448,36.35,32,1005,3.41,85,0.0,4,60.45,70.17,120.64,10.2,25.16,425.29
2026-05-06,Cox's Bazar,Chattogram,21.176647,92.003505,28.51,69,1008,4.71,84,0.0,1,0.77,1.66,23.59,0.02,0.03,95.85
2026-05-06,Cumilla,Chattogram,23.461061,91.180875,34.44,41,1006,0.72,70,0.0,1,8.34,10.23,55.48,0.96,0.89,152.81
2026-05-06,Dhaka,Dhaka,23.764386,90.389014,31.98,66,1006,4.12,75,0.0,2,10.04,11.64,69.46,1.5,1.78,167.9
2026-05-06,Dinajpur,Rangpur,25.626071,88.634623,35.03,36,1005,2.33,5,0.0,5,82.0,90.98,76.72,24.24,30.52,551.79
2026-05-06,Faridpur,Dhaka,23.604018,89.841554,35.12,38,1006,1.58,35,0.0,2,13.37,15.83,71.36,3.65,4.52,199.66
2026-05-06,Feni,Chattogram,23.01276,91.404923,32.89,50,1007,3.42,56,0.0,1,3.6,5.1,41.39,0.5,0.27,129.57
2026-05-06,Gaibandha,Rangpur,25.086001,89.869644,33.75,43,1006,2.54,74,0.15,4,58.73,63.87,78.64,9.27,4.9,455.73
2026-05-06,Gazipur,Dhaka,23.999756,90.417363,32.01,66,1006,4.12,75,0.0,2,11.45,13.12,73.91,1.82,1.72,178.86
2026-05-06,Gopalganj,Dhaka,23.004994,89.830318,35.51,36,1006,1.04,89,0.0,1,6.31,9.01,51.89,1.14,2.6,147.86
2026-05-06,Habiganj,Sylhet,24.374603,91.414027,33.67,45,1006,2.6,69,0.0,3,33.98,38.22,90.26,1.95,4.11,235.73
2026-05-06,Jamalpur,Mymensingh,24.925587,89.943668,32.41,48,1006,2.17,92,0.3,4,58.05,62.82,93.89,7.28,4.79,413.67
2026-05-06,Jashore,Khulna,23.166526,89.209442,35.63,35,1006,2.2,3,0.0,2,17.46,21.18,77.35,2.2,6.56,197.78
2026-05-06,Jhalokathi,Barishal,22.56239,90.174282,36.28,35,1006,1.88,61,0.0,1,1.97,4.94,35.42,0.18,0.15,116.77
2026-05-06,Jhenaidah,Khulna,23.544696,89.173194,36.1,34,1006,3.29,43,0.0,3,36.42,42.39,99.75,6.39,15.11,302.51
