date,district,division,lat,lon,temp_c,humidity,pressure,wind_speed,clouds,rain,aqi,pm2_5,pm10,o3,no2,so2,co
2026-08-02,Bagerhat,Khulna,22.655478,89.794181,32.07,67,1002,5.06,62,0.47,1,9.59,11.44,53.58,0.3,0.22,116.95
2026-08-02,Bandarban,Chattogram,21.787476,92.412475,28.2,90,1004,1.21,92,0.12,1,3.42,4.41,34.1,0.09,0.08,75.55
2026-08-02,Barguna,Barishal,22.131336,90.117243,31.23,68,1002,6.46,64,0.0,1,8.15,10.78,48.57,0.17,0.18,100.05
2026-08-02,Barishal,Barishal,22.493403,90.354801,32.46,61,1002,6.02,96,0.0,1,5.82,7.58,47.59,0.18,0.12,98.62
2026-08-02,Bhola,Barishal,22.143569,90.790409,29.1,78,1003,6.84,51,0.0,1,4.19,6.16,44.63,0.12,0.13,92.39
2026-08-02,Bogura,Rajshahi,24.850066,89.372843,33.46,60,1001,3.37,99,0.0,2,23.97,27.05,29.68,15.07,9.7,341.86
2026-08-02,Brahmanbaria,Chattogram,23.9606,91.119089,31.52,69,1002,5.6,85,0.0,1,2.79,3.72,38.14,1.34,0.5,115.24
2026-08-02,Chandpur,Chattogram,23.224176,90.6531,31.79,66,1002,6.23,54,0.0,1,3.38,4.05,39.78,0.44,0.27,98.29
2026-08-02,Chapai Nawabganj,Rajshahi,24.599887,88.285047,34.44,54,1000,3.23,100,0.0,3,30.63,34.14,23.03,14.75,17.99,328.35
2026-08-02,Chattogram,Chattogram,22.333778,91.834435,29.12,77,1003,6.2,23,0.0,1,2.93,3.75,39.64,0.08,0.08,81.44
2026-08-02,Chuadanga,Khulna,23.643661,88.846448,33.13,65,1001,3.5,98,0.0,3,37.23,45.5,47.01,17.23,20.23,442.87
2026-08-02,Cox's Bazar,Chattogram,21.176647,92.003505,28.5,79,1004,5.46,43,0.0,1,3.64,5.69,36.42,0.09,0.16,78.29
2026-08-02,Cumilla,Chattogram,23.461061,91.180875,31.38,69,1002,5.7,96,0.0,1,2.65,3.37,40.99,0.68,0.28,101.69
2026-08-02,Dhaka,Dhaka,23.764386,90.389014,32.99,60,1001,5.36,85,0.72,1,5.09,6.01,41.87,1.96,1.21,125.87
2026-08-02,Dinajpur,Rangpur,25.626071,88.634623,31.78,65,1000,3.02,100,0.0,3,40.47,44.06,8.17,24.48,17.86,425.38
2026-08-02,Faridpur,Dhaka,23.604018,89.841554,32.49,65,1001,4.04,61,1.43,1,9.91,11.49,49.54,4.17,3.9,165.16
2026-08-02,Feni,Chattogram,23.01276,91.404923,30.73,70,1003,6.24,47,0.0,1,2.7,3.37,42.81,0.2,0.08,88.98
2026-08-02,Gaibandha,Rangpur,25.086001,89.869644,32.01,68,1001,4.02,86,0.52,2,12.14,13.84,37.63,8.32,2.48,247.12
2026-08-02,Gazipur,Dhaka,23.999756,90.417363,32.36,63,1001,4.59,100,0.74,1,4.58,5.75,36.79,2.41,1.1,131.64
2026-08-02,Gopalganj,Dhaka,23.004994,89.830318,32.84,63,1001,4.8,75,0.0,1,8.17,9.37,50.21,1.02,1.53,120.44
2026-08-02,Habiganj,Sylhet,24.374603,91.414027,31.2,71,1002,3.67,100,0.0,1,3.3,4.13,40.34,1.76,1.26,117.03
2026-08-02,Jamalpur,Mymensingh,24.925587,89.943668,31.88,68,1001,3.29,86,0.92,2,12.55,14.41,38.63,8.46,2.9,246.82
2026-08-02,Jashore,Khulna,23.166526,89.209442,33.19,64,1001,4.66,59,0.0,2,18.92,21.41,64.84,2.79,4.58,185.12
2026-08-02,Jhalokathi,Barishal,22.56239,90.174282,32.54,61,1002,5.86,97,0.21,1,6.78,8.63,48.83,0.2,0.14,101.67
2026-08-02,Jhenaidah,Khulna,23.544696,89.173194,33.16,63,1001,3.54,91,0.41,3,28.82,33.96,59.56,9.6,12.27,312.04
2026-08-02,Joypurhat,Rajshahi,25.111402,88.98842,33.16,60,1000,2.5,100,0.0,3,36.19,40.5,19.15,15.66,18.32,355.42
2026-08-02,Khagrachhari,Chattogram,23.1078,91.988996,30.58,77,1003,2.36,56,0.0,1,3.28,3.67,40.91,0.1,0.04,84.41
2026-08-02,Khulna,Khulna,22.937209,89.285274,32.53,65,1001,4.56,84,0.84,2,16.96,19.2,62.82,1.67,2.51,163.44
2026-08-02,Kishoreganj,Dhaka,24.433982,90.785723,32.31,65,1001,4.39,97,0.1,1,7.05,9.19,35.09,3.17,0.69,158.58
2026-08-02,Kurigram,Rangpur,25.813013,89.643052,31.84,68,1001,4.62,90,0.0,2,21.07,24.05,29.68,11.12,4.06,321.87
2026-08-02,Kushtia,Khulna,23.898795,89.129554,33.11,63,1001,3.45,98,0.55,3,32.88,40.81,41.26,18.87,20.45,435.08
2026-08-02,Lakshmipur,Chattogram,22.944537,90.827635,31.72,65,1002,6.39,60,5.62,1,3.29,4.41,43.6,0.23,0.12,92.77
2026-08-02,Lalmonirhat,Rangpur,25.916351,89.446139,32.22,66,1001,3.48,100,1.82,3,26.98,30.74,18.21,15.01,5.84,384.64
