date,district,division,lat,lon,temp_c,humidity,pressure,wind_speed,clouds,rain,aqi,pm2_5,pm10,o3,no2,so2,co
2026-09-18,Bagerhat,Khulna,22.655478,89.794181,31.97,64,1004,2.19,79,0.0,2,13.46,15.28,64.89,0.1,0.13,148.36
2026-09-18,Bandarban,Chattogram,21.787476,92.412475,31.54,62,1005,1.08,86,0.0,1,0.53,1.53,33.02,0.03,0.02,101.81
2026-09-18,Barguna,Barishal,22.131336,90.117243,30.94,65,1005,5.56,37,0.0,1,3.91,5.69,53.34,0.03,0.05,105.93
2026-09-18,Barishal,Barishal,22.493403,90.354801,33.77,50,1004,3.72,32,0.0,1,5.62,7.79,54.07,0.05,0.06,114.61
2026-09-18,Bhola,Barishal,22.143569,90.790409,30.42,64,1005,2.55,5,0.0,1,1.96,3.79,47.03,0.02,0.04,98.01
2026-09-18,Bogura,Rajshahi,24.850066,89.372843,32.37,60,1005,1.73,69,0.0,5,79.88,84.31,104.84,8.8,10.31,471.63
2026-09-18,Brahmanbaria,Chattogram,23.9606,91.119089,33.06,70,1005,3.6,80,0.0,2,21.79,29.67,83.36,1.79,1.61,236.31
2026-09-18,Chandpur,Chattogram,23.224176,90.6531,31.63,61,1005,2.06,35,0.0,1,6.37,7.77,54.16,0.44,0.5,132.1
2026-09-18,Chapai Nawabganj,Rajshahi,24.599887,88.285047,32.29,60,1004,1.22,72,0.0,5,78.21,83.15,79.98,9.69,15.1,404.2
2026-09-18,Chattogram,Chattogram,22.333778,91.834435,32.93,62,1005,3.6,16,0.0,1,0.6,1.68,39.55,0.01,0.02,103.56
2026-09-18,Chuadanga,Khulna,23.643661,88.846448,33.14,57,1005,0.24,65,0.12,5,79.74,91.24,124.83,14.05,25.45,497.2
2026-09-18,Cox's Bazar,Chattogram,21.176647,92.003505,29.29,72,1005,3.78,1,0.0,1,0.5,1.09,31.5,0.01,0.02,100.3
2026-09-18,Cumilla,Chattogram,23.461061,91.180875,33.31,61,1005,1.56,23,0.0,2,10.87,15.01,63.83,0.89,0.78,167.75
2026-09-18,Dhaka,Dhaka,23.764386,90.389014,32.98,58,1005,2.06,100,0.0,2,23.93,27.24,60.3,3.39,1.32,242.52
2026-09-18,Dinajpur,Rangpur,25.626071,88.634623,33.25,54,1005,0.95,75,0.0,4,67.66,71.55,74.22,15.98,14.6,464.01
2026-09-18,Faridpur,Dhaka,23.604018,89.841554,32.12,61,1005,2.64,66,0.0,3,34.38,38.47,70.67,4.43,3.68,287.2
2026-09-18,Feni,Chattogram,23.01276,91.404923,32.89,60,1005,1.01,3,0.0,1,3.19,5.23,51.14,0.22,0.16,120.77
2026-09-18,Gaibandha,Rangpur,25.086001,89.869644,32.12,62,1005,0.95,45,0.47,5,83.12,87.6,116.78,3.33,2.12,483.77
2026-09-18,Gazipur,Dhaka,23.999756,90.417363,33.01,58,1005,2.06,73,0.0,2,23.45,26.84,69.24,3.02,1.24,238.62
2026-09-18,Gopalganj,Dhaka,23.004994,89.830318,33.36,54,1004,1.35,37,0.0,2,20.45,23.03,59.62,1.25,2.54,190.93
2026-09-18,Habiganj,Sylhet,24.374603,91.414027,32.41,64,1005,0.27,83,0.0,2,18.61,24.32,81.95,2.67,2.75,241.31
