date,district,division,lat,lon,temp_c,humidity,pressure,wind_speed,clouds,rain,aqi,pm2_5,pm10,o3,no2,so2,co
2026-08-20,Bagerhat,Khulna,22.655478,89.794181,32.51,63,1004,2.63,96,0.13,3,26.77,41.51,80.73,0.19,0.51,151.33
2026-08-20,Bandarban,Chattogram,21.787476,92.412475,32.33,63,1005,1.36,100,0.12,2,13.71,14.96,68.06,0.15,0.1,124.73
2026-08-20,Barguna,Barishal,22.131336,90.117243,31.36,68,1004,4.12,99,0.0,2,20.74,32.78,72.96,0.14,0.37,131.97
2026-08-20,Barishal,Barishal,22.493403,90.354801,32.55,60,1004,3.06,99,0.17,2,18.81,30.24,73.91,0.13,0.29,132.89
2026-08-20,Bhola,Barishal,22.143569,90.790409,29.53,75,1005,3.65,94,0.0,2,13.29,19.05,71.4,0.12,0.19,125.22
2026-08-20,Bogura,Rajshahi,24.850066,89.372843,32.93,60,1003,2.15,100,0.13,2,17.74,21.05,60.52,5.29,5.87,184.22
2026-08-20,Brahmanbaria,Chattogram,23.9606,91.119089,32.06,70,1004,1.54,99,0.2,1,7.99,9.22,59.62,0.82,0.37,127.05
2026-08-20,Chandpur,Chattogram,23.224176,90.6531,31.68,69,1004,3.58,93,0.0,2,11.0,13.31,69.16,0.37,0.39,128.28
2026-08-20,Chapai Nawabganj,Rajshahi,24.599887,88.285047,33.15,56,1004,3.52,100,0.0,3,46.25,51.76,73.22,9.46,12.09,315.0
2026-08-20,Chattogram,Chattogram,22.333778,91.834435,31.93,70,1005,4.12,100,0.0,2,13.58,16.88,71.44,0.17,0.13,126.81
2026-08-20,Chuadanga,Khulna,23.643661,88.846448,32.48,65,1004,2.56,99,0.13,3,30.36,36.92,72.01,11.54,15.38,285.15
2026-08-20,Cox's Bazar,Chattogram,21.176647,92.003505,28.12,81,1005,4.32,99,0.0,2,11.53,14.34,65.62,0.19,0.19,124.39
2026-08-20,Cumilla,Chattogram,23.461061,91.180875,32.49,68,1004,3.24,97,0.22,2,9.52,11.3,66.35,0.48,0.27,125.24
2026-08-20,Dhaka,Dhaka,23.764386,90.389014,32.98,66,1004,2.06,94,0.0,2,9.42,11.72,63.88,1.09,0.51,130.56
2026-08-20,Dinajpur,Rangpur,25.626071,88.634623,34.0,55,1003,2.86,100,0.12,3,29.85,34.61,41.28,15.5,16.56,256.72
2026-08-20,Faridpur,Dhaka,23.604018,89.841554,32.54,64,1004,2.69,91,0.19,2,12.67,15.82,67.36,2.13,2.04,144.36
2026-08-20,Feni,Chattogram,23.01276,91.404923,31.4,73,1004,4.79,99,0.1,2,11.72,14.39,70.51,0.32,0.19,123.15
2026-08-20,Gaibandha,Rangpur,25.086001,89.869644,32.9,63,1003,3.26,100,0.95,2,13.84,16.8,61.2,1.83,0.87,158.58
2026-08-20,Gazipur,Dhaka,23.999756,90.417363,33.01,66,1004,2.06,92,0.26,2,8.27,10.15,60.14,1.38,0.58,132.42
2026-08-20,Gopalganj,Dhaka,23.004994,89.830318,32.24,63,1004,2.97,100,0.14,2,17.85,25.57,75.59,0.7,1.13,139.27
2026-08-20,Habiganj,Sylhet,24.374603,91.414027,32.7,66,1004,1.96,99,0.0,2,10.02,11.34,54.45,2.2,1.68,148.1
