date,district,division,lat,lon,temp_c,humidity,pressure,wind_speed,clouds,rain,aqi,pm2_5,pm10,o3,no2,so2,co
2025-10-16,Bagerhat,Khulna,22.655478,89.794181,31.32,58,1009,1.28,1,0.0,5,181.77,202.17,189.15,2.98,38.15,722.48
2025-10-16,Bandarban,Chattogram,21.787476,92.412475,29.24,90,1009,0.62,96,0.0,1,5.36,5.6,39.05,0.12,0.04,160.7
2025-10-16,Barguna,Barishal,22.131336,90.117243,30.19,65,1009,2.03,3,0.0,4,67.54,73.46,133.33,0.37,5.05,312.15
2025-10-16,Barishal,Barishal,22.493403,90.354801,30.63,63,1009,2.02,1,0.0,5,83.91,92.11,134.8,0.61,9.21,364.48
2025-10-16,Bhola,Barishal,22.143569,90.790409,28.46,71,1009,1.83,21,0.0,4,53.17,57.23,116.43,0.18,1.13,293.77
2025-10-16,Bogura,Rajshahi,24.850066,89.372843,30.3,62,1010,1.68,12,0.0,5,109.22,121.78,157.18,3.48,16.35,488.7
2025-10-16,Brahmanbaria,Chattogram,23.9606,91.119089,32.06,70,1009,2.06,40,0.0,5,92.53,103.1,126.45,1.84,7.34,459.07
2025-10-16,Chandpur,Chattogram,23.224176,90.6531,30.26,63,1009,1.28,0,0.0,5,98.8,108.66,119.4,1.31,9.58,400.66
2025-10-16,Chapai Nawabganj,Rajshahi,24.599887,88.285047,29.48,56,1010,2.33,0,0.0,5,115.04,129.57,133.33,3.58,19.39,466.66
2025-10-16,Chattogram,Chattogram,22.333778,91.834435,31.93,66,1009,5.14,40,0.0,3,35.3,36.64,106.05,0.3,0.76,240.81
2025-10-16,Chuadanga,Khulna,23.643661,88.846448,29.56,56,1010,2.06,0,0.0,5,210.57,245.95,194.57,17.98,61.91,1040.09
2025-10-16,Cox's Bazar,Chattogram,21.176647,92.003505,28.18,74,1009,2.25,80,0.0,1,3.6,3.83,32.84,0.02,0.02,151.9
2025-10-16,Cumilla,Chattogram,23.461061,91.180875,30.24,69,1009,1.69,3,0.0,5,81.31,89.12,128.98,1.22,6.07,399.54
2025-10-16,Dhaka,Dhaka,23.764386,90.389014,30.98,62,1009,1.03,40,0.0,5,101.43,111.77,130.38,2.31,10.4,435.46
2025-10-16,Dinajpur,Rangpur,25.626071,88.634623,29.76,64,1010,0.55,1,0.0,5,112.65,125.38,165.74,3.93,21.13,468.86
2025-10-16,Faridpur,Dhaka,23.604018,89.841554,30.57,59,1009,1.81,0,0.0,5,126.91,141.05,153.99,3.27,20.5,541.91
2025-10-16,Feni,Chattogram,23.01276,91.404923,30.33,72,1009,1.77,11,0.0,4,59.78,63.61,131.49,0.69,2.75,335.32
2025-10-16,Gaibandha,Rangpur,25.086001,89.869644,30.79,63,1009,0.68,0,0.0,4,62.98,68.69,123.43,1.1,2.9,342.42
2025-10-16,Gazipur,Dhaka,23.999756,90.417363,31.01,62,1009,1.03,40,0.0,5,103.58,115.07,125.3,2.45,8.13,464.03
2025-10-16,Gopalganj,Dhaka,23.004994,89.830318,30.68,60,1009,1.99,0,0.0,5,128.42,142.25,162.91,2.3,24.95,529.44
2025-10-16,Habiganj,Sylhet,24.374603,91.414027,32.31,62,1009,1.05,6,0.0,4,71.55,78.17,140.33,2.38,9.28,376.6
2025-10-16,Jamalpur,Mymensingh,24.925587,89.943668,30.73,63,1009,0.94,0,0.0,5,78.42,86.14,128.17,1.57,4.67,391.34
2025-10-16,Jashore,Khulna,23.166526,89.209442,29.29,62,1010,2.02,0,0.0,5,203.66,229.43,208.31,7.67,53.22,861.87
2025-10-16,Jhalokathi,Barishal,22.56239,90.174282,30.66,63,1009,1.86,1,0.0,5,94.71,104.58,138.57,0.73,12.1,387.18
2025-10-16,Jhenaidah,Khulna,23.544696,89.173194,29.28,63,1010,1.79,0,0.0,5,209.58,240.76,199.52,13.56,58.09,964.85
2025-10-16,Joypurhat,Rajshahi,25.111402,88.98842,29.53,67,1010,1.24,10,0.0,5,140.17,158.41,182.89,6.56,34.65,596.8
2025-10-16,Khagrachhari,Chattogram,23.1078,91.988996,33.06,54,1008,1.44,47,0.0,4,56.9,60.16,129.84,0.91,2.81,322.2
2025-10-16,Khulna,Khulna,22.937209,89.285274,29.42,62,1010,2.18,0,0.0,5,193.39,216.57,208.31,5.8,50.62,794.23
2025-10-16,Kishoreganj,Dhaka,24.433982,90.785723,31.59,61,1009,1.76,0,0.0,4,53.66,59.18,125.13,1.37,4.19,316.9
2025-10-16,Kurigram,Rangpur,25.813013,89.643052,28.92,68,1010,2.72,1,0.0,4,72.76,79.98,124.27,1.64,4.96,396.28
2025-10-16,Kushtia,Khulna,23.898795,89.129554,29.81,59,1010,1.48,0,0.0,5,187.21,218.01,187.41,13.49,49.51,924.15
2025-10-16,Lakshmipur,Chattogram,22.944537,90.827635,31.06,61,1009,2.18,0,0.0,4,71.12,76.82,128.43,0.64,4.85,346.23
2025-10-16,Lalmonirhat,Rangpur,25.916351,89.446139,29.86,63,1010,1.9,1,0.0,5,79.32,87.14,130.9,1.88,6.44,412.9
2025-10-16,Madaripur,Dhaka,23.167518,90.204727,30.94,61,1009,1.81,0,0.0,5,87.5,95.73,133.69,0.99,11.19,364.83
2025-10-16,Magura,Khulna,23.488077,89.420182,29.54,61,1010,1.67,0,0.0,5,190.56,214.35,201.14,5.06,43.45,813.93
2025-10-16,Manikganj,Dhaka,23.832984,89.966688,30.95,58,1009,2.0,3,0.0,5,130.3,145.18,150.08,3.67,18.75,559.18
2025-10-16,Meherpur,Khulna,23.781785,88.636937,30.1,49,1010,2.26,0,0.0,5,186.55,215.61,179.37,14.09,52.33,907.16
2025-10-16,Moulvibazar,Sylhet,24.488082,91.763018,31.61,67,1009,0.98,12,0.0,4,59.22,64.72,131.44,2.24,7.38,331.7
2025-10-16,Munshiganj,Dhaka,23.54838,90.534972,32.52,53,1009,1.16,0,0.0,5,95.46,105.09,125.37,1.62,9.51,405.06
2025-10-16,Mymensingh,Mymensingh,24.888931,90.384519,31.12,65,1009,1.21,0,0.0,4,64.62,70.99,120.18,1.29,3.16,353.73
2025-10-16,Naogaon,Rajshahi,24.807323,88.944545,29.85,63,1010,1.85,2,0.0,5,141.43,160.35,178.11,6.2,32.37,609.81
2025-10-16,Narail,Khulna,25.074884,90.391651,31.28,64,1009,1.61,0,0.0,4,54.89,60.09,116.96,0.96,2.31,326.3
2025-10-16,Narayanganj,Dhaka,23.623673,90.498807,31.01,52,1009,1.29,0,0.0,5,99.52,110.08,125.33,2.03,8.82,434.56
2025-10-16,Narsingdi,Dhaka,23.919715,90.715298,31.82,59,1009,1.2,0,0.0,5,97.02,108.26,120.72,1.98,6.07,450.08
2025-10-16,Natore,Rajshahi,24.413185,88.986668,29.81,60,1010,1.78,0,0.0,5,143.97,164.24,168.54,5.46,27.79,635.9
2025-10-16,Netrokona,Mymensingh,24.891567,90.712533,31.5,63,1009,1.57,0,0.0,4,51.71,57.03,122.82,1.29,3.84,315.68
2025-10-16,Nilphamari,Rangpur,25.933927,88.853459,30.01,64,1010,1.29,1,0.0,5,126.98,141.71,160.99,4.25,22.15,556.68
2025-10-16,Noakhali,Chattogram,22.25408,91.17144,27.47,76,1009,2.41,31,0.0,4,54.96,58.06,121.36,0.21,1.55,294.04
2025-10-16,Pabna,Rajshahi,24.006808,89.244834,30.03,59,1010,1.64,0,0.0,5,159.64,182.27,176.79,7.2,33.34,733.99
2025-10-16,Panchagarh,Rangpur,26.320945,88.547114,30.22,59,1010,1.24,4,0.0,5,142.55,159.78,152.5,3.62,17.81,632.95
2025-10-16,Patuakhali,Barishal,22.008424,90.382683,29.62,67,1009,1.79,13,0.0,4,62.75,68.05,127.72,0.31,3.75,306.05
2025-10-16,Pirojpur,Barishal,22.50956,90.00725,30.6,63,1009,1.98,1,0.0,5,94.71,104.58,138.57,0.73,12.1,387.18
2025-10-16,Rajbari,Dhaka,23.739837,89.570413,30.79,56,1010,1.38,0,0.0,5,174.03,196.23,191.25,4.65,37.62,753.85
2025-10-16,Rajshahi,Rajshahi,24.628543,89.037686,30.03,62,1010,1.85,2,0.0,5,132.21,149.27,166.36,4.75,23.81,579.67
2025-10-16,Rangamati,Chattogram,22.650921,92.181433,29.85,72,1009,1.61,48,0.0,3,37.5,39.45,110.79,1.66,1.12,270.23
2025-10-16,Rangpur,Rangpur,25.637614,89.082638,29.87,66,1010,1.72,6,0.0,5,106.32,118.04,156.97,3.93,18.94,474.59
2025-10-16,Satkhira,Khulna,22.716651,89.074986,29.41,59,1010,2.47,0,0.0,5,147.75,164.24,203.5,3.86,46.64,581.66
2025-10-16,Shariatpur,Dhaka,23.213284,90.348125,30.13,64,1009,1.43,0,0.0,5,84.01,91.53,131.38,1.1,10.83,350.54
2025-10-16,Sherpur,Mymensingh,25.022837,90.014974,31.21,61,1009,0.5,0,0.0,4,56.96,62.15,114.6,0.82,1.63,331.91
2025-10-16,Sirajganj,Rajshahi,24.457224,89.705705,27.91,74,1010,1.51,6,0.0,5,119.31,132.48,147.94,2.81,11.24,524.22
2025-10-16,Sunamganj,Sylhet,25.067103,91.398582,32.75,57,1009,0.93,0,0.0,5,141.48,156.36,198.0,7.67,15.39,799.12
2025-10-16,Sylhet,Sylhet,24.89922,91.868527,31.23,64,1009,1.53,5,0.0,3,43.83,47.43,127.83,2.36,3.6,287.86
2025-10-16,Tangail,Dhaka,24.273851,89.937591,29.78,65,1010,1.86,5,0.0,5,116.3,129.08,141.8,2.91,11.73,512.71
2025-10-16,Thakurgaon,Rangpur,23.773143,90.359163,31.02,62,1009,1.03,40,0.0,5,101.43,111.77,130.38,2.31,10.4,435.46
