date,district,division,lat,lon,temp_c,humidity,pressure,wind_speed,clouds,rain,aqi,pm2_5,pm10,o3,no2,so2,co
2026-09-05,Bagerhat,Khulna,22.655478,89.794181,30.85,70,1005,4.15,42,0.0,2,22.52,25.7,80.19,0.19,0.38,140.0
2026-09-05,Bandarban,Chattogram,21.787476,92.412475,27.9,93,1007,0.69,86,1.49,1,7.35,8.35,56.65,0.07,0.05,107.76
2026-09-05,Barguna,Barishal,22.131336,90.117243,30.26,68,1006,5.14,72,0.0,2,21.94,26.08,76.5,0.11,0.26,135.19
2026-09-05,Barishal,Barishal,22.493403,90.354801,31.74,58,1005,5.37,92,0.0,2,21.04,24.88,78.36,0.12,0.28,130.79
2026-09-05,Bhola,Barishal,22.143569,90.790409,29.43,75,1006,5.75,71,0.0,2,16.11,19.18,77.22,0.12,0.19,126.65
2026-09-05,Bogura,Rajshahi,24.850066,89.372843,32.29,60,1004,2.35,80,0.0,3,30.47,34.64,37.44,12.73,8.35,399.87
2026-09-05,Brahmanbaria,Chattogram,23.9606,91.119089,29.06,89,1005,2.06,100,0.17,1,8.99,10.24,48.94,0.93,0.48,146.28
2026-09-05,Chandpur,Chattogram,23.224176,90.6531,31.34,69,1005,5.06,77,0.0,2,13.49,15.04,63.56,0.36,0.35,128.8
2026-09-05,Chapai Nawabganj,Rajshahi,24.599887,88.285047,32.15,63,1004,2.88,87,0.4,2,19.29,21.74,65.63,5.73,8.58,241.82
2026-09-05,Chattogram,Chattogram,22.333778,91.834435,30.93,74,1007,5.14,81,0.0,2,10.39,11.59,62.3,0.08,0.07,115.39
2026-09-05,Chuadanga,Khulna,23.643661,88.846448,31.39,69,1005,2.4,99,0.0,3,46.88,52.99,78.02,12.4,17.64,357.0
2026-09-05,Cox's Bazar,Chattogram,21.176647,92.003505,28.6,79,1007,4.72,14,0.0,2,10.95,12.97,57.6,0.06,0.08,112.22
2026-09-05,Cumilla,Chattogram,23.461061,91.180875,31.77,74,1005,4.0,100,0.0,2,10.79,12.17,60.22,0.48,0.31,133.16
2026-09-05,Dhaka,Dhaka,23.764386,90.389014,30.98,74,1005,3.09,100,0.0,2,12.18,13.47,53.25,2.21,1.47,155.35
2026-09-05,Dinajpur,Rangpur,25.626071,88.634623,31.38,66,1004,2.47,96,0.0,3,42.15,48.48,25.19,17.13,15.47,499.48
2026-09-05,Faridpur,Dhaka,23.604018,89.841554,30.7,75,1005,3.22,97,0.67,2,18.43,20.26,62.34,3.35,3.67,182.28
2026-09-05,Feni,Chattogram,23.01276,91.404923,30.35,76,1006,4.31,87,0.0,2,9.95,11.29,67.01,0.15,0.11,121.64
2026-09-05,Gaibandha,Rangpur,25.086001,89.869644,31.88,63,1004,3.62,90,0.13,2,17.25,19.78,47.52,5.51,1.73,251.54
2026-09-05,Gazipur,Dhaka,23.999756,90.417363,31.01,74,1005,3.09,100,0.67,1,9.34,10.72,43.84,2.32,1.22,161.71
2026-09-05,Gopalganj,Dhaka,23.004994,89.830318,31.38,67,1005,4.5,84,1.4,2,21.22,23.7,67.96,1.04,1.54,149.34
2026-09-05,Habiganj,Sylhet,24.374603,91.414027,31.74,74,1005,2.54,94,0.15,1,9.15,10.51,52.96,1.64,1.29,155.17
2026-09-05,Jamalpur,Mymensingh,24.925587,89.943668,31.29,67,1005,3.59,90,0.0,2,17.45,19.95,50.53,5.5,2.01,250.8
2026-09-05,Jashore,Khulna,23.166526,89.209442,30.94,73,1005,3.29,80,0.72,3,28.52,31.49,71.58,2.75,4.08,195.0
2026-09-05,Jhalokathi,Barishal,22.56239,90.174282,31.77,59,1005,5.22,92,0.1,2,22.54,26.55,78.25,0.13,0.31,133.03
2026-09-05,Jhenaidah,Khulna,23.544696,89.173194,31.37,70,1005,2.97,99,0.0,3,38.47,42.85,72.79,7.46,10.78,277.79
2026-09-05,Joypurhat,Rajshahi,25.111402,88.98842,31.49,65,1004,2.79,99,0.0,3,36.99,40.83,31.61,16.86,17.61,472.18
2026-09-05,Khagrachhari,Chattogram,23.1078,91.988996,29.66,90,1006,1.59,96,0.0,2,7.37,7.94,62.66,0.09,0.04,117.67
2026-09-05,Khulna,Khulna,22.937209,89.285274,31.1,72,1005,3.53,58,0.17,3,25.71,28.46,76.33,1.59,2.33,172.88
2026-09-05,Kishoreganj,Dhaka,24.433982,90.785723,31.53,69,1005,3.45,76,1.17,2,10.91,12.66,46.4,2.17,0.62,172.7
2026-09-05,Kurigram,Rangpur,25.813013,89.643052,31.57,65,1004,2.66,76,0.18,2,19.19,21.2,51.92,4.49,0.99,256.39
2026-09-05,Kushtia,Khulna,23.898795,89.129554,31.54,67,1005,2.85,98,0.0,3,43.3,49.2,80.72,12.18,17.51,350.74
2026-09-05,Lakshmipur,Chattogram,22.944537,90.827635,31.14,67,1006,5.23,49,0.0,2,15.35,18.01,73.13,0.18,0.23,125.26
2026-09-05,Lalmonirhat,Rangpur,25.916351,89.446139,31.69,64,1004,2.4,91,0.0,2,19.27,20.91,56.78,4.84,1.04,260.66
2026-09-05,Madaripur,Dhaka,23.167518,90.204727,31.19,70,1005,3.38,86,1.15,2,17.94,20.24,67.51,0.5,0.66,133.07
2026-09-05,Magura,Khulna,23.488077,89.420182,31.04,72,1005,3.64,99,0.0,3,27.74,30.72,69.54,3.71,5.7,210.91
2026-09-05,Manikganj,Dhaka,23.832984,89.966688,31.34,68,1005,4.46,96,0.4,2,17.4,19.17,62.46,4.28,4.44,195.35
2026-09-05,Meherpur,Khulna,23.781785,88.636937,31.86,66,1004,1.87,97,6.48,3,41.03,46.04,73.41,9.53,13.15,321.13
2026-09-05,Moulvibazar,Sylhet,24.488082,91.763018,31.86,70,1005,2.13,69,0.43,1,8.4,9.73,52.81,1.86,1.2,156.54
2026-09-05,Munshiganj,Dhaka,23.54838,90.534972,31.47,68,1005,4.77,94,0.21,2,12.99,14.47,56.37,1.12,0.8,141.68
2026-09-05,Mymensingh,Mymensingh,24.888931,90.384519,30.94,70,1005,3.13,91,0.29,2,12.66,14.61,57.52,2.84,1.21,191.62
2026-09-05,Naogaon,Rajshahi,24.807323,88.944545,31.89,62,1004,2.41,98,0.34,3,40.21,45.33,36.53,16.93,16.82,489.24
2026-09-05,Narail,Khulna,25.074884,90.391651,31.33,69,1005,2.79,94,0.58,2,12.73,14.79,59.96,2.49,1.25,189.71
2026-09-05,Narayanganj,Dhaka,23.623673,90.498807,31.01,67,1005,4.81,97,0.26,2,11.16,12.59,50.11,1.72,1.01,151.68
2026-09-05,Narsingdi,Dhaka,23.919715,90.715298,31.56,70,1005,3.85,95,0.0,1,8.47,10.06,38.61,1.66,0.65,157.67
2026-09-05,Natore,Rajshahi,24.413185,88.986668,30.81,72,1004,3.06,95,1.37,3,46.65,54.33,46.37,17.09,15.23,523.3
2026-09-05,Netrokona,Mymensingh,24.891567,90.712533,30.99,71,1005,2.53,92,0.0,2,11.21,13.27,58.83,2.65,1.74,178.0
2026-09-05,Nilphamari,Rangpur,25.933927,88.853459,31.4,65,1004,2.56,92,0.19,3,42.01,47.94,31.65,15.8,13.47,503.75
2026-09-05,Noakhali,Chattogram,22.25408,91.17144,29.31,76,1006,5.96,83,0.0,2,13.02,15.52,74.27,0.12,0.15,121.49
2026-09-05,Pabna,Rajshahi,24.006808,89.244834,31.54,67,1005,3.22,98,0.97,3,35.61,40.44,71.31,9.61,11.51,331.53
2026-09-05,Panchagarh,Rangpur,26.320945,88.547114,30.29,69,1005,1.06,84,0.0,4,63.3,69.79,62.32,8.59,4.68,461.18
2026-09-05,Patuakhali,Barishal,22.008424,90.382683,29.77,73,1006,5.31,73,0.0,2,20.0,23.78,76.74,0.11,0.24,132.34
2026-09-05,Pirojpur,Barishal,22.50956,90.00725,31.54,62,1005,5.07,58,0.14,2,22.54,26.55,78.25,0.13,0.31,133.03
2026-09-05,Rajbari,Dhaka,23.739837,89.570413,30.69,73,1005,3.26,100,2.26,3,28.89,32.09,74.23,4.66,7.16,228.74
2026-09-05,Rajshahi,Rajshahi,24.628543,89.037686,31.66,65,1004,2.83,99,0.3,3,37.71,43.24,43.66,14.45,12.19,452.43
2026-09-05,Rangamati,Chattogram,22.650921,92.181433,29.0,83,1007,2.01,100,0.15,2,7.5,8.2,62.17,0.34,0.06,116.46
2026-09-05,Rangpur,Rangpur,25.637614,89.082638,32.31,59,1004,2.16,89,0.0,3,40.43,46.37,30.95,14.86,12.69,477.25
2026-09-05,Satkhira,Khulna,22.716651,89.074986,31.03,74,1005,3.04,36,0.0,2,23.44,25.7,81.43,0.61,0.77,157.49
2026-09-05,Shariatpur,Dhaka,23.213284,90.348125,31.04,72,1005,3.7,76,0.48,2,16.13,17.65,61.67,0.68,0.83,134.59
2026-09-05,Sherpur,Mymensingh,25.022837,90.014974,31.49,66,1005,3.46,95,0.0,2,13.41,15.4,57.43,2.29,0.73,194.26
2026-09-05,Sirajganj,Rajshahi,24.457224,89.705705,31.05,68,1005,3.34,49,0.21,2,22.39,25.56,57.4,6.74,3.75,291.82
2026-09-05,Sunamganj,Sylhet,25.067103,91.398582,32.03,64,1005,1.32,73,0.0,2,17.1,19.76,66.76,5.76,7.01,231.31
2026-09-05,Sylhet,Sylhet,24.89922,91.868527,32.05,64,1005,1.64,71,0.0,2,8.43,9.79,63.83,2.28,0.79,160.83
2026-09-05,Tangail,Dhaka,24.273851,89.937591,31.44,67,1005,3.48,56,0.35,2,17.71,19.93,58.52,5.08,3.19,231.32
2026-09-05,Thakurgaon,Rangpur,23.773143,90.359163,31.02,74,1005,3.09,100,0.63,2,12.18,13.47,53.25,2.21,1.47,155.35
