date,district,division,lat,lon,temp_c,humidity,pressure,wind_speed,clouds,rain,aqi,pm2_5,pm10,o3,no2,so2,co
2026-04-09,Bagerhat,Khulna,22.655478,89.794181,26.15,70,1011,1.43,99,1.3,1,4.76,10.04,41.39,0.28,1.53,162.72
2026-04-09,Bandarban,Chattogram,21.787476,92.412475,33.6,35,1010,3.95,85,0.0,1,3.65,7.01,36.16,0.05,0.14,130.56
2026-04-09,Barguna,Barishal,22.131336,90.117243,26.97,66,1011,1.01,100,0.0,1,4.09,11.06,37.07,0.03,0.49,151.88
2026-04-09,Barishal,Barishal,22.493403,90.354801,26.39,66,1011,2.61,100,1.78,1,4.26,10.43,38.02,0.05,0.7,150.76
2026-04-09,Bhola,Barishal,22.143569,90.790409,27.53,64,1011,1.63,95,1.42,1,3.81,9.43,37.5,0.03,0.52,146.96
2026-04-09,Bogura,Rajshahi,24.850066,89.372843,29.02,51,1010,3.09,100,0.0,5,92.95,97.89,159.06,5.86,18.16,488.24
2026-04-09,Brahmanbaria,Chattogram,23.9606,91.119089,26.06,78,1011,2.06,75,0.0,1,7.41,9.69,43.39,2.41,3.21,207.6
2026-04-09,Chandpur,Chattogram,23.224176,90.6531,24.39,76,1011,4.09,100,0.0,1,4.24,6.54,38.53,0.47,2.12,157.01
2026-04-09,Chapai Nawabganj,Rajshahi,24.599887,88.285047,30.49,41,1010,1.56,21,0.0,5,114.7,122.91,173.74,4.85,28.13,457.91
2026-04-09,Chattogram,Chattogram,22.333778,91.834435,24.93,88,1011,2.57,100,0.0,1,4.48,8.61,39.23,0.03,0.41,141.35
2026-04-09,Chuadanga,Khulna,23.643661,88.846448,30.51,47,1010,2.37,41,0.0,5,81.49,96.38,117.87,16.97,29.09,719.57
2026-04-09,Cox's Bazar,Chattogram,21.176647,92.003505,28.07,66,1011,4.08,0,0.0,1,3.69,7.65,37.31,0.02,0.23,134.21
2026-04-09,Cumilla,Chattogram,23.461061,91.180875,28.19,58,1011,3.78,35,0.0,1,4.93,7.04,41.54,1.04,2.13,173.58
2026-04-09,Dhaka,Dhaka,23.764386,90.389014,24.98,73,1011,2.06,75,0.0,2,15.14,19.09,40.68,6.42,6.07,276.6
2026-04-09,Dinajpur,Rangpur,25.626071,88.634623,31.6,34,1010,0.74,3,0.0,5,81.16,87.61,156.29,5.66,15.73,391.16
2026-04-09,Faridpur,Dhaka,23.604018,89.841554,25.87,63,1011,3.43,100,0.0,3,27.11,33.14,53.17,10.79,10.84,389.82
2026-04-09,Feni,Chattogram,23.01276,91.404923,24.53,78,1012,1.88,100,0.0,1,3.72,6.23,41.32,0.18,1.07,152.5
2026-04-09,Gaibandha,Rangpur,25.086001,89.869644,29.77,46,1010,3.48,88,0.0,4,61.94,65.26,118.73,3.17,6.89,426.11
2026-04-09,Gazipur,Dhaka,23.999756,90.417363,25.01,73,1011,2.06,75,0.0,2,14.4,17.91,42.58,6.1,5.11,273.79
2026-04-09,Gopalganj,Dhaka,23.004994,89.830318,25.13,72,1011,3.13,100,0.0,2,14.43,20.04,44.45,5.2,8.29,260.78
