date,district,division,lat,lon,temp_c,humidity,pressure,wind_speed,clouds,rain,aqi,pm2_5,pm10,o3,no2,so2,co
2026-07-05,Bagerhat,Khulna,22.655478,89.794181,27.72,89,996,4.32,100,1.78,1,8.04,12.96,55.63,1.22,0.37,123.37
2026-07-05,Bandarban,Chattogram,21.787476,92.412475,25.51,98,1001,2.24,100,3.65,1,7.17,10.44,59.14,0.46,0.11,97.36
2026-07-05,Barguna,Barishal,22.131336,90.117243,28.26,87,996,6.69,100,3.16,1,7.55,14.4,55.68,0.88,0.54,103.94
2026-07-05,Barishal,Barishal,22.493403,90.354801,27.9,88,997,5.86,100,1.0,1,6.89,11.49,54.74,0.94,0.36,107.94
2026-07-05,Bhola,Barishal,22.143569,90.790409,27.94,89,997,9.82,100,4.86,1,6.86,13.25,50.82,1.03,0.43,100.27
2026-07-05,Bogura,Rajshahi,24.850066,89.372843,28.08,81,998,9.36,100,0.0,1,9.69,10.49,54.61,3.18,1.83,159.24
2026-07-05,Brahmanbaria,Chattogram,23.9606,91.119089,25.08,96,999,5.77,100,3.65,1,5.14,5.84,45.21,1.56,0.33,120.26
2026-07-05,Chandpur,Chattogram,23.224176,90.6531,26.85,94,998,6.18,100,0.0,1,5.24,6.51,44.65,1.44,0.31,114.74
2026-07-05,Chapai Nawabganj,Rajshahi,24.599887,88.285047,32.65,58,996,11.77,84,0.0,2,13.78,15.23,51.28,6.29,4.79,224.5
2026-07-05,Chattogram,Chattogram,22.333778,91.834435,27.01,91,1000,8.53,100,2.37,1,6.92,10.31,52.99,0.64,0.19,95.45
2026-07-05,Chuadanga,Khulna,23.643661,88.846448,26.81,91,995,7.42,100,0.0,2,16.8,20.0,49.6,8.0,9.55,250.57
2026-07-05,Cox's Bazar,Chattogram,21.176647,92.003505,27.95,88,1000,11.85,100,0.33,2,9.49,16.2,60.58,0.45,0.18,98.15
2026-07-05,Cumilla,Chattogram,23.461061,91.180875,24.92,95,999,6.31,100,1.78,1,4.99,6.11,45.88,1.47,0.25,114.45
2026-07-05,Dhaka,Dhaka,23.764386,90.389014,25.15,95,998,8.55,100,0.53,1,5.79,6.68,41.9,2.14,0.44,131.95
2026-07-05,Dinajpur,Rangpur,25.626071,88.634623,34.56,54,996,8.08,92,0.0,2,11.78,12.6,70.83,3.23,4.15,163.42
2026-07-05,Faridpur,Dhaka,23.604018,89.841554,26.32,94,997,6.94,100,0.0,1,6.64,7.64,41.72,2.71,1.16,145.96
2026-07-05,Feni,Chattogram,23.01276,91.404923,25.99,95,999,5.12,100,0.27,1,5.04,6.8,49.27,1.13,0.15,103.22
2026-07-05,Gaibandha,Rangpur,25.086001,89.869644,26.95,88,998,6.93,97,0.0,2,11.03,11.75,62.41,1.98,0.9,150.07
