date,district,division,lat,lon,temp_c,humidity,pressure,wind_speed,clouds,rain,aqi,pm2_5,pm10,o3,no2,so2,co
2025-12-18,Bagerhat,Khulna,22.655478,89.794181,27.42,37,1015,1.55,0,0.0,5,190.3,204.82,133.4,3.33,8.79,797.78
2025-12-18,Bandarban,Chattogram,21.787476,92.412475,29.57,34,1014,0.75,0,0.0,2,19.3,21.29,83.42,0.2,0.76,155.33
2025-12-18,Barguna,Barishal,22.131336,90.117243,26.59,42,1015,0.53,0,0.0,5,91.98,100.33,118.88,0.9,5.55,387.06
2025-12-18,Barishal,Barishal,22.493403,90.354801,27.58,39,1015,0.68,0,0.0,5,100.54,109.74,107.85,1.08,4.04,443.79
2025-12-18,Bhola,Barishal,22.143569,90.790409,22.77,62,1015,1.48,0,0.0,5,84.14,93.2,109.42,0.85,5.32,375.16
2025-12-18,Bogura,Rajshahi,24.850066,89.372843,25.09,35,1016,2.79,0,0.0,5,238.03,258.43,140.44,7.55,12.7,1012.2
2025-12-18,Brahmanbaria,Chattogram,23.9606,91.119089,27.06,47,1015,0.0,0,0.0,5,94.11,105.86,125.68,3.78,6.09,531.07
2025-12-18,Chandpur,Chattogram,23.224176,90.6531,25.1,46,1015,1.45,0,0.0,5,84.57,93.91,111.15,1.95,5.17,432.43
2025-12-18,Chapai Nawabganj,Rajshahi,24.599887,88.285047,25.39,34,1016,3.63,0,0.0,5,348.43,374.12,154.56,9.62,17.05,1245.64
2025-12-18,Chattogram,Chattogram,22.333778,91.834435,28.93,39,1015,2.06,0,0.0,3,35.55,38.75,102.18,1.35,2.93,237.88
2025-12-18,Chuadanga,Khulna,23.643661,88.846448,25.28,37,1016,2.61,0,0.0,5,313.64,356.8,138.12,38.48,54.67,1693.57
2025-12-18,Cox's Bazar,Chattogram,21.176647,92.003505,22.97,66,1015,2.63,0,0.0,3,35.17,38.44,106.46,0.29,1.93,190.92
2025-12-18,Cumilla,Chattogram,23.461061,91.180875,26.65,44,1015,1.4,0,0.0,5,80.19,89.84,118.87,2.45,4.58,462.19
2025-12-18,Dhaka,Dhaka,23.764386,90.389014,26.98,41,1015,2.06,0,0.0,5,113.22,124.58,112.28,3.88,4.18,584.57
2025-12-18,Dinajpur,Rangpur,25.626071,88.634623,24.73,33,1016,3.05,0,0.0,5,322.06,346.6,168.54,6.95,17.42,1215.11
2025-12-18,Faridpur,Dhaka,23.604018,89.841554,25.02,43,1015,2.69,0,0.0,5,159.42,174.57,121.07,5.81,6.87,783.37
2025-12-18,Feni,Chattogram,23.01276,91.404923,26.75,47,1015,1.01,0,0.0,4,59.5,66.55,110.23,1.8,3.04,381.57
2025-12-18,Gaibandha,Rangpur,25.086001,89.869644,25.74,43,1016,1.4,0,0.0,5,147.38,161.98,123.9,4.23,4.91,769.05
2025-12-18,Gazipur,Dhaka,23.999756,90.417363,27.01,41,1015,2.06,0,0.0,5,105.53,117.5,114.56,3.95,4.25,563.08
2025-12-18,Gopalganj,Dhaka,23.004994,89.830318,26.54,39,1015,2.09,0,0.0,5,141.99,154.04,116.48,3.29,6.47,650.61
2025-12-18,Habiganj,Sylhet,24.374603,91.414027,26.08,43,1015,2.31,0,0.0,5,85.87,99.6,124.8,6.69,6.69,560.24
2025-12-18,Jamalpur,Mymensingh,24.925587,89.943668,25.76,43,1015,1.08,0,0.0,5,150.09,164.89,123.12,4.54,5.02,771.59
2025-12-18,Jashore,Khulna,23.166526,89.209442,25.63,39,1016,2.43,0,0.0,5,254.73,280.45,149.14,16.23,28.1,1208.26
2025-12-18,Jhalokathi,Barishal,22.56239,90.174282,27.51,39,1015,1.12,0,0.0,5,105.78,115.04,107.32,1.08,3.76,457.83
2025-12-18,Jhenaidah,Khulna,23.544696,89.173194,25.36,38,1016,2.38,0,0.0,5,287.41,324.04,140.44,29.35,42.68,1504.56
2025-12-18,Joypurhat,Rajshahi,25.111402,88.98842,24.92,36,1016,3.62,0,0.0,5,303.98,329.37,160.42,9.86,20.15,1179.75
2025-12-18,Khagrachhari,Chattogram,23.1078,91.988996,28.12,42,1015,0.47,0,0.0,3,46.8,52.43,103.46,2.41,3.32,326.76
2025-12-18,Khulna,Khulna,22.937209,89.285274,25.96,38,1016,2.37,0,0.0,5,256.26,279.38,153.6,13.71,27.23,1160.22
2025-12-18,Kishoreganj,Dhaka,24.433982,90.785723,26.68,40,1015,1.09,0,0.0,5,97.2,114.74,109.15,3.26,2.62,568.12
2025-12-18,Kurigram,Rangpur,25.813013,89.643052,22.88,49,1016,3.56,0,0.0,5,163.25,178.12,130.28,5.42,4.44,883.43
2025-12-18,Kushtia,Khulna,23.898795,89.129554,25.44,37,1016,2.63,0,0.0,5,281.06,316.63,136.16,27.63,38.64,1462.4
2025-12-18,Lakshmipur,Chattogram,22.944537,90.827635,26.22,45,1015,1.42,0,0.0,5,81.52,90.07,109.51,1.39,3.92,420.52
2025-12-18,Lalmonirhat,Rangpur,25.916351,89.446139,25.02,37,1016,3.43,0,0.0,5,188.44,204.54,135.83,5.73,5.14,967.25
2025-12-18,Madaripur,Dhaka,23.167518,90.204727,26.68,40,1015,1.62,0,0.0,5,97.7,106.63,104.06,1.75,3.85,470.41
2025-12-18,Magura,Khulna,23.488077,89.420182,25.44,38,1016,2.42,0,0.0,5,220.63,241.34,142.73,7.9,12.94,1025.21
2025-12-18,Manikganj,Dhaka,23.832984,89.966688,24.69,47,1015,2.8,0,0.0,5,170.51,187.23,123.62,6.81,6.91,848.59
